"osm_id","id","lon","lat","dist","name","city","complete_dt","set","distance","osm_unique_id","complete","colour","info"
"23626075",1,-123.0379847,49.3425031,0,"Dovercourt Road","North Vancouver","2023-01-03","snap",3.24593975938888,"23626075-1",1,"green","osm_id: 23626075 id: 1 distance: 3.25"
"23626083",8,-123.0362424,49.3380937,6.20253356995243,"Harold Road","North Vancouver","2023-01-03","snap",2.83216048411769,"23626083-8",1,"green","osm_id: 23626083 id: 8 distance: 2.83"
"23626553",1,-123.039029,49.3406907,0,"Argyle Road","North Vancouver","2023-01-03","raw",60.9053545219964,"23626553-1",0,"red","osm_id: 23626553 id: 1 distance: 60.91"
"23626564",1,-123.040137,49.3416448,0,"Baird Road","North Vancouver","2023-01-03","raw",145.303892399971,"23626564-1",0,"red","osm_id: 23626564 id: 1 distance: 145.3"
"23626680",12,-123.0260456,49.343596,5.64441802166092,"Burrill Avenue","North Vancouver","2023-01-03","snap",2.591344740337,"23626680-12",1,"green","osm_id: 23626680 id: 12 distance: 2.59"
"23626701",6,-123.027715,49.3426935,12.4048042043532,"Ashley Close","North Vancouver","2023-01-03","snap",0.902282252851586,"23626701-6",1,"green","osm_id: 23626701 id: 6 distance: 0.9"
"23805624",4,-123.0283363,49.354671,10.4032684165999,"Hoskins Road","North Vancouver","2023-01-03","snap",0.79860574103717,"23805624-4",1,"green","osm_id: 23805624 id: 4 distance: 0.8"
"23805624",7,-123.0274405,49.353454,30.3152481020649,"Hoskins Road","North Vancouver","2023-01-03","snap",3.05535698050277,"23805624-7",1,"green","osm_id: 23805624 id: 7 distance: 3.06"
"23805624",8,-123.0273937,49.3533852,8.37695406288242,"Hoskins Road","North Vancouver","2023-01-03","snap",0.788774738482971,"23805624-8",1,"green","osm_id: 23805624 id: 8 distance: 0.79"
"23805624",11,-123.027318,49.3531768,8.03993181534661,"Hoskins Road","North Vancouver","2023-01-03","snap",1.38078736055728,"23805624-11",1,"green","osm_id: 23805624 id: 11 distance: 1.38"
"23805624",12,-123.027312,49.3530908,9.58335741826409,"Hoskins Road","North Vancouver","2023-01-03","snap",2.5274257769887,"23805624-12",1,"green","osm_id: 23805624 id: 12 distance: 2.53"
"23805624",13,-123.0273183,49.3530091,9.10626853032012,"Hoskins Road","North Vancouver","2023-01-03","raw",2.52179732205572,"23805624-13",1,"green","osm_id: 23805624 id: 13 distance: 2.52"
"23805624",14,-123.0273352,49.3529304,8.84613875639469,"Hoskins Road","North Vancouver","2023-01-03","raw",4.15161794167529,"23805624-14",1,"green","osm_id: 23805624 id: 14 distance: 4.15"
"23805624",18,-123.0277696,49.3524748,27.236457020788,"Hoskins Road","North Vancouver","2023-01-03","snap",3.66846834240406,"23805624-18",1,"green","osm_id: 23805624 id: 18 distance: 3.67"
"23805624",19,-123.028057,49.3522384,33.5686879943885,"Hoskins Road","North Vancouver","2023-01-03","snap",3.89601946307488,"23805624-19",1,"green","osm_id: 23805624 id: 19 distance: 3.9"
"23805624",21,-123.0282074,49.3520437,11.412749262485,"Hoskins Road","North Vancouver","2023-01-03","snap",2.46303457609309,"23805624-21",1,"green","osm_id: 23805624 id: 21 distance: 2.46"
"23805624",22,-123.0282642,49.3519402,12.2356565356449,"Hoskins Road","North Vancouver","2023-01-03","snap",2.38073456591788,"23805624-22",1,"green","osm_id: 23805624 id: 22 distance: 2.38"
"23805624",24,-123.0283317,49.3517079,12.3964302807353,"Hoskins Road","North Vancouver","2023-01-03","snap",3.59338644101628,"23805624-24",1,"green","osm_id: 23805624 id: 24 distance: 3.59"
"23805624",25,-123.0283412,49.3515631,16.1337764813426,"Hoskins Road","North Vancouver","2023-01-03","snap",2.60728373162558,"23805624-25",1,"green","osm_id: 23805624 id: 25 distance: 2.61"
"23805624",26,-123.0283674,49.3508179,82.9770384446811,"Hoskins Road","North Vancouver","2023-01-03","snap",1.62592317029323,"23805624-26",1,"green","osm_id: 23805624 id: 26 distance: 1.63"
"24250362",2,-123.0362424,49.3380937,27.2536093458788,"Lynn Valley Road","North Vancouver","2023-01-03","snap",2.83216048411769,"24250362-2",1,"green","osm_id: 24250362 id: 2 distance: 2.83"
"24250362",3,-123.0352743,49.3386079,90.5949626453936,"Lynn Valley Road","North Vancouver","2023-01-03","snap",0.550532184014089,"24250362-3",1,"green","osm_id: 24250362 id: 3 distance: 0.55"
"24250362",4,-123.0341741,49.3391955,103.184189778515,"Lynn Valley Road","North Vancouver","2023-01-03","snap",3.30360740405801,"24250362-4",1,"green","osm_id: 24250362 id: 4 distance: 3.3"
"173684593",1,-123.0292897,49.341841,0,"Lynn Valley Road","North Vancouver","2023-01-03","snap",0.74766488954543,"173684593-1",1,"green","osm_id: 173684593 id: 1 distance: 0.75"
"173684597",9,-123.0292897,49.341841,6.71160174250213,"Peters Road","North Vancouver","2023-01-03","snap",0.74766488954543,"173684597-9",1,"green","osm_id: 173684597 id: 9 distance: 0.75"
"183043499",3,-123.0378901,49.3452833,228.198267711133,"Chamberlain Drive","North Vancouver","2023-01-03","snap",0.596124095746019,"183043499-3",1,"green","osm_id: 183043499 id: 3 distance: 0.6"
"189666215",2,-123.0365839,49.3379792,6.10524823616099,"Institute Road","North Vancouver","2023-01-03","raw",2.81557555418992,"189666215-2",1,"green","osm_id: 189666215 id: 2 distance: 2.82"
"189666215",3,-123.0366339,49.3380126,5.19398390459037,"Institute Road","North Vancouver","2023-01-03","raw",2.73814326227067,"189666215-3",1,"green","osm_id: 189666215 id: 3 distance: 2.74"
"189666215",4,-123.0366929,49.3380301,4.70211203841241,"Institute Road","North Vancouver","2023-01-03","raw",6.97566619168058,"189666215-4",1,"green","osm_id: 189666215 id: 4 distance: 6.98"
"500656064",4,-123.0238171,49.3461782,18.6345127905287,"Crawford Road","North Vancouver","2023-01-03","raw",2.08840717808907,"500656064-4",1,"green","osm_id: 500656064 id: 4 distance: 2.09"
"507948144",7,-123.0286533,49.3423039,71.0223518130534,"Hoskins Road","North Vancouver","2023-01-03","raw",6.09578496165191,"507948144-7",1,"green","osm_id: 507948144 id: 7 distance: 6.1"
"507979054",2,-123.0263526,49.3506998,145.473983757106,"Coleman Street","North Vancouver","2023-01-03","snap",2.21415185203894,"507979054-2",1,"green","osm_id: 507979054 id: 2 distance: 2.21"
"508146287",2,-123.027715,49.3426935,79.7598951604218,"Lynn Valley Road","North Vancouver","2023-01-03","snap",0.902282252851586,"508146287-2",1,"green","osm_id: 508146287 id: 2 distance: 0.9"
"508146287",3,-123.0271746,49.3429753,50.2021173306803,"Lynn Valley Road","North Vancouver","2023-01-03","snap",1.20575840700718,"508146287-3",1,"green","osm_id: 508146287 id: 3 distance: 1.21"
"508146287",4,-123.0265287,49.3433336,61.5255038263674,"Lynn Valley Road","North Vancouver","2023-01-03","snap",3.28092304794598,"508146287-4",1,"green","osm_id: 508146287 id: 4 distance: 3.28"
"508146287",5,-123.0260456,49.343596,45.616797245835,"Lynn Valley Road","North Vancouver","2023-01-03","snap",2.591344740337,"508146287-5",1,"green","osm_id: 508146287 id: 5 distance: 2.59"
"508146287",6,-123.0258572,49.3436949,17.5475372213496,"Lynn Valley Road","North Vancouver","2023-01-03","snap",2.42924861648288,"508146287-6",1,"green","osm_id: 508146287 id: 6 distance: 2.43"
"508146287",7,-123.0257642,49.3437594,9.85134009600924,"Lynn Valley Road","North Vancouver","2023-01-03","snap",2.36986021132026,"508146287-7",1,"green","osm_id: 508146287 id: 7 distance: 2.37"
"508146287",8,-123.0256661,49.343821,9.88148355495548,"Lynn Valley Road","North Vancouver","2023-01-03","snap",1.45944946348185,"508146287-8",1,"green","osm_id: 508146287 id: 8 distance: 1.46"
"508146287",9,-123.0256092,49.3438645,6.36231273030203,"Lynn Valley Road","North Vancouver","2023-01-03","snap",1.50648473334658,"508146287-9",1,"green","osm_id: 508146287 id: 9 distance: 1.51"
"508146287",10,-123.0255543,49.3439262,7.93908696077861,"Lynn Valley Road","North Vancouver","2023-01-03","snap",0.772470800727118,"508146287-10",1,"green","osm_id: 508146287 id: 10 distance: 0.77"
"508146287",15,-123.0228121,49.3477028,124.606465117762,"Lynn Valley Road","North Vancouver","2023-01-03","snap",1.40783635115384,"508146287-15",1,"green","osm_id: 508146287 id: 15 distance: 1.41"
"835395098",1,-123.0379536,49.3434348,0,"Mountain Highway","North Vancouver","2023-01-03","snap",4.76519955270301,"835395098-1",1,"green","osm_id: 835395098 id: 1 distance: 4.77"
"835395098",2,-123.0379727,49.3429104,58.3923751850487,"Mountain Highway","North Vancouver","2023-01-03","snap",0.550162257702348,"835395098-2",1,"green","osm_id: 835395098 id: 2 distance: 0.55"
"835395098",4,-123.0379847,49.3425031,2.55321840663262,"Mountain Highway","North Vancouver","2023-01-03","snap",3.24593975938888,"835395098-4",1,"green","osm_id: 835395098 id: 4 distance: 3.25"
"835395098",5,-123.0380178,49.3416248,97.8013782948434,"Mountain Highway","North Vancouver","2023-01-03","snap",4.00179812138194,"835395098-5",1,"green","osm_id: 835395098 id: 5 distance: 4"
"835395098",7,-123.0380987,49.339411,143.676852764827,"Mountain Highway","North Vancouver","2023-01-03","snap",2.58419083920697,"835395098-7",1,"green","osm_id: 835395098 id: 7 distance: 2.58"
"835395098",8,-123.0381143,49.3389999,45.7774292402858,"Mountain Highway","North Vancouver","2023-01-03","snap",1.35216555821535,"835395098-8",1,"green","osm_id: 835395098 id: 8 distance: 1.35"
"835395098",9,-123.0381266,49.3387186,31.3268795101633,"Mountain Highway","North Vancouver","2023-01-03","snap",1.18277415630063,"835395098-9",1,"green","osm_id: 835395098 id: 9 distance: 1.18"
"835395098",10,-123.0381501,49.3384637,28.4264900696645,"Mountain Highway","North Vancouver","2023-01-03","raw",1.48574195201269,"835395098-10",1,"green","osm_id: 835395098 id: 10 distance: 1.49"
"835395099",1,-123.0379536,49.3434348,0,"Wellington Drive","North Vancouver","2023-01-03","snap",4.76519955270301,"835395099-1",1,"green","osm_id: 835395099 id: 1 distance: 4.77"
"835395103",1,-123.0325755,49.3400516,0,"Lynn Valley Road","North Vancouver","2023-01-03","snap",2.52776789754708,"835395103-1",1,"green","osm_id: 835395103 id: 1 distance: 2.53"
"835395103",2,-123.0324882,49.3400976,8.14349728598197,"Lynn Valley Road","North Vancouver","2023-01-03","snap",0.58514861335921,"835395103-2",1,"green","osm_id: 835395103 id: 2 distance: 0.59"
"835395103",3,-123.0320866,49.3403094,37.4751594888207,"Lynn Valley Road","North Vancouver","2023-01-03","snap",1.59971404059223,"835395103-3",1,"green","osm_id: 835395103 id: 3 distance: 1.6"
"835395103",4,-123.031595,49.3405897,47.3815229874865,"Lynn Valley Road","North Vancouver","2023-01-03","snap",1.5661794593636,"835395103-4",1,"green","osm_id: 835395103 id: 4 distance: 1.57"
"835395103",5,-123.0302012,49.3413209,129.789658701271,"Lynn Valley Road","North Vancouver","2023-01-03","snap",2.33687812419976,"835395103-5",1,"green","osm_id: 835395103 id: 5 distance: 2.34"
"835395103",6,-123.0292897,49.341841,87.8792915837203,"Lynn Valley Road","North Vancouver","2023-01-03","snap",0.74766488954543,"835395103-6",1,"green","osm_id: 835395103 id: 6 distance: 0.75"
"835395104",1,-123.0325755,49.3400516,0,"Allan Road","North Vancouver","2023-01-03","snap",2.52776789754708,"835395104-1",1,"green","osm_id: 835395104 id: 1 distance: 2.53"
"907167596",1,-123.0381981,49.337539,0,"Mountain Highway","North Vancouver","2023-01-03","raw",2.59829993220823,"907167596-1",1,"green","osm_id: 907167596 id: 1 distance: 2.6"
"907167596",2,-123.0382033,49.33742,13.2523882158862,"Mountain Highway","North Vancouver","2023-01-03","raw",1.58070039947467,"907167596-2",1,"green","osm_id: 907167596 id: 2 distance: 1.58"
"907167597",2,-123.0381981,49.337539,16.0910560704331,"Mountain Highway","North Vancouver","2023-01-03","raw",2.59829993220823,"907167597-2",1,"green","osm_id: 907167597 id: 2 distance: 2.6"
"908144633",1,-123.0340779,49.3392469,0,"Lynn Valley Road","North Vancouver","2023-01-03","snap",0.322892809504444,"908144633-1",1,"green","osm_id: 908144633 id: 1 distance: 0.32"
"908144633",2,-123.0337853,49.3394034,27.4578767034296,"Lynn Valley Road","North Vancouver","2023-01-03","snap",1.12330371978352,"908144633-2",1,"green","osm_id: 908144633 id: 2 distance: 1.12"
"908144633",3,-123.0325755,49.3400516,113.607895726622,"Lynn Valley Road","North Vancouver","2023-01-03","snap",2.52776789754708,"908144633-3",1,"green","osm_id: 908144633 id: 3 distance: 2.53"
"908144634",1,-123.0341741,49.3391955,0,"Lynn Valley Road","North Vancouver","2023-01-03","snap",3.30360740405801,"908144634-1",1,"green","osm_id: 908144634 id: 1 distance: 3.3"
"908144634",2,-123.0340779,49.3392469,9.02373667059826,"Lynn Valley Road","North Vancouver","2023-01-03","snap",0.322892809504444,"908144634-2",1,"green","osm_id: 908144634 id: 2 distance: 0.32"
"84508238",1,-123.0157985,49.3480022,0,"Lillooet Road","North Vancouver","2023-01-07","raw",385.110501468097,"84508238-1",0,"red","osm_id: 84508238 id: 1 distance: 385.11"
"84508238",2,-123.016134,49.3484141,51.9078663662376,"Lillooet Road","North Vancouver","2023-01-07","raw",343.701021503518,"84508238-2",0,"red","osm_id: 84508238 id: 2 distance: 343.7"
"84508238",3,-123.0162394,49.3487873,42.241734937123,"Lillooet Road","North Vancouver","2023-01-07","raw",322.741953889094,"84508238-3",0,"red","osm_id: 84508238 id: 3 distance: 322.74"
"84508238",4,-123.0162055,49.3492355,49.953925277548,"Lillooet Road","North Vancouver","2023-01-07","raw",313.835874143133,"84508238-4",0,"red","osm_id: 84508238 id: 4 distance: 313.84"
"84508238",5,-123.0162087,49.3494074,19.1372275039906,"Lillooet Road","North Vancouver","2023-01-07","raw",309.804792924467,"84508238-5",0,"red","osm_id: 84508238 id: 5 distance: 309.8"
"84508238",6,-123.0161824,49.3495529,16.3088898772928,"Lillooet Road","North Vancouver","2023-01-07","raw",309.130130429505,"84508238-6",0,"red","osm_id: 84508238 id: 6 distance: 309.13"
"84508238",7,-123.016215,49.349877,36.1560185066327,"Lillooet Road","North Vancouver","2023-01-07","raw",304.10281160647,"84508238-7",0,"red","osm_id: 84508238 id: 7 distance: 304.1"
"84508238",8,-123.0162535,49.3501455,30.0193955312419,"Lillooet Road","North Vancouver","2023-01-07","raw",302.306934739092,"84508238-8",0,"red","osm_id: 84508238 id: 8 distance: 302.31"
"84508238",9,-123.0162388,49.3502866,15.7433119904666,"Lillooet Road","North Vancouver","2023-01-07","raw",302.042705018871,"84508238-9",0,"red","osm_id: 84508238 id: 9 distance: 302.04"
"84508238",10,-123.0161764,49.3503601,9.34992384088442,"Lillooet Road","North Vancouver","2023-01-07","raw",305.887996907538,"84508238-10",0,"red","osm_id: 84508238 id: 10 distance: 305.89"
"84508240",4,-123.0155,49.3475788,36.4335201202709,"Lillooet Road","North Vancouver","2023-01-07","raw",426.853192163122,"84508240-4",0,"red","osm_id: 84508240 id: 4 distance: 426.85"
"84508240",5,-123.015671,49.3478206,29.6363745214947,"Lillooet Road","North Vancouver","2023-01-07","raw",402.833254196868,"84508240-5",0,"red","osm_id: 84508240 id: 5 distance: 402.83"
"84508240",6,-123.0157135,49.3478812,7.41670611903002,"Lillooet Road","North Vancouver","2023-01-07","raw",396.880547054613,"84508240-6",0,"red","osm_id: 84508240 id: 6 distance: 396.88"
"84508240",7,-123.0157985,49.3480022,14.8131599737258,"Lillooet Road","North Vancouver","2023-01-07","raw",385.110501468097,"84508240-7",0,"red","osm_id: 84508240 id: 7 distance: 385.11"
"23489114",13,-123.0333733,49.3537171,55.1098495173383,"McNair Drive","North Vancouver","2023-01-07","snap",0.537524705797853,"23489114-13",1,"green","osm_id: 23489114 id: 13 distance: 0.54"
"23489114",17,-123.0322787,49.3542074,27.9770810313397,"McNair Drive","North Vancouver","2023-01-07","snap",1.84037673963148,"23489114-17",1,"green","osm_id: 23489114 id: 17 distance: 1.84"
"23622524",1,-123.0227966,49.3478138,0,"Dempsey Road","North Vancouver","2023-01-07","snap",1.22013738956153,"23622524-1",1,"green","osm_id: 23622524 id: 1 distance: 1.22"
"23622548",2,-123.0253939,49.3487519,51.5816229057028,"Evelyn Street","North Vancouver","2023-01-07","snap",2.68524232280433,"23622548-2",1,"green","osm_id: 23622548 id: 2 distance: 2.69"
"23622548",3,-123.0277238,49.3487948,169.030412347134,"Evelyn Street","North Vancouver","2023-01-07","raw",2.77032910462617,"23622548-3",1,"green","osm_id: 23622548 id: 3 distance: 2.77"
"23622550",6,-123.0246877,49.3480425,77.5236749001906,"Underwood Avenue","North Vancouver","2023-01-07","snap",2.12008080790195,"23622550-6",1,"green","osm_id: 23622550 id: 6 distance: 2.12"
"23622550",7,-123.0246759,49.3478451,21.9911236110555,"Underwood Avenue","North Vancouver","2023-01-07","snap",1.61137180260241,"23622550-7",1,"green","osm_id: 23622550 id: 7 distance: 1.61"
"23622581",3,-123.0319972,49.3523084,162.169577372045,"Ramsay Road","North Vancouver","2023-01-07","snap",0.264179206275081,"23622581-3",1,"green","osm_id: 23622581 id: 3 distance: 0.26"
"23622581",5,-123.0318721,49.3537138,69.6156626787992,"Ramsay Road","North Vancouver","2023-01-07","snap",2.60723270732846,"23622581-5",1,"green","osm_id: 23622581 id: 5 distance: 2.61"
"23622581",6,-123.0318672,49.3537843,7.85606306217576,"Ramsay Road","North Vancouver","2023-01-07","snap",2.89098562169081,"23622581-6",1,"green","osm_id: 23622581 id: 6 distance: 2.89"
"23622581",7,-123.0318746,49.3538437,6.63411386660471,"Ramsay Road","North Vancouver","2023-01-07","snap",2.81884051060561,"23622581-7",1,"green","osm_id: 23622581 id: 7 distance: 2.82"
"23622581",8,-123.0318877,49.3539049,6.87865697621052,"Ramsay Road","North Vancouver","2023-01-07","snap",0.674620243458944,"23622581-8",1,"green","osm_id: 23622581 id: 8 distance: 0.67"
"23622581",9,-123.0319153,49.3539616,6.62150385744743,"Ramsay Road","North Vancouver","2023-01-07","snap",1.58137786549356,"23622581-9",1,"green","osm_id: 23622581 id: 9 distance: 1.58"
"23622581",10,-123.0319563,49.3540115,6.3003878280406,"Ramsay Road","North Vancouver","2023-01-07","snap",2.75251410748232,"23622581-10",1,"green","osm_id: 23622581 id: 10 distance: 2.75"
"23622633",1,-123.0263358,49.3521845,0,"Prime Street","North Vancouver","2023-01-07","snap",1.39020912138853,"23622633-1",1,"green","osm_id: 23622633 id: 1 distance: 1.39"
"23622633",2,-123.0263019,49.3521127,8.36222588259582,"Prime Street","North Vancouver","2023-01-07","snap",1.2227174955121,"23622633-2",1,"green","osm_id: 23622633 id: 2 distance: 1.22"
"23622633",3,-123.0262926,49.3520729,4.4815471213868,"Prime Street","North Vancouver","2023-01-07","snap",1.74330317802799,"23622633-3",1,"green","osm_id: 23622633 id: 3 distance: 1.74"
"23622633",4,-123.0262916,49.3520149,6.45693766599991,"Prime Street","North Vancouver","2023-01-07","snap",1.77058831110707,"23622633-4",1,"green","osm_id: 23622633 id: 4 distance: 1.77"
"23622633",5,-123.02631,49.3516425,41.4768451431524,"Prime Street","North Vancouver","2023-01-07","raw",0.313821569129608,"23622633-5",1,"green","osm_id: 23622633 id: 5 distance: 0.31"
"23622688",1,-123.0270892,49.3516579,0,"Prime Place","North Vancouver","2023-01-07","snap",3.46893602061269,"23622688-1",1,"green","osm_id: 23622688 id: 1 distance: 3.47"
"23622688",2,-123.02631,49.3516425,56.5298077303613,"Prime Place","North Vancouver","2023-01-07","raw",0.313821569129608,"23622688-2",1,"green","osm_id: 23622688 id: 2 distance: 0.31"
"60193871",1,-123.0205763,49.3495526,0,"Rice Lake Road","North Vancouver","2023-01-07","snap",1.77990392261871,"60193871-1",1,"green","osm_id: 60193871 id: 1 distance: 1.78"
"60193871",2,-123.0206281,49.3495176,5.41212763213373,"Rice Lake Road","North Vancouver","2023-01-07","snap",1.44281272972704,"60193871-2",1,"green","osm_id: 60193871 id: 2 distance: 1.44"
"60193871",3,-123.0206991,49.3494751,6.99237137444465,"Rice Lake Road","North Vancouver","2023-01-07","snap",1.67647120999454,"60193871-3",1,"green","osm_id: 60193871 id: 3 distance: 1.68"
"60193871",4,-123.0208354,49.3494188,11.7037365147046,"Rice Lake Road","North Vancouver","2023-01-07","raw",2.82918450084882,"60193871-4",1,"green","osm_id: 60193871 id: 4 distance: 2.83"
"60193871",5,-123.0209946,49.3493479,13.9849246219781,"Rice Lake Road","North Vancouver","2023-01-07","raw",0.955620781685972,"60193871-5",1,"green","osm_id: 60193871 id: 5 distance: 0.96"
"60193871",6,-123.0210533,49.3493266,4.87266081427314,"Rice Lake Road","North Vancouver","2023-01-07","raw",0.379111013921838,"60193871-6",1,"green","osm_id: 60193871 id: 6 distance: 0.38"
"60193871",7,-123.0211412,49.3493028,6.90305149809853,"Rice Lake Road","North Vancouver","2023-01-07","raw",0.312031833908588,"60193871-7",1,"green","osm_id: 60193871 id: 7 distance: 0.31"
"60193871",8,-123.0212235,49.3492875,6.20654896677152,"Rice Lake Road","North Vancouver","2023-01-07","snap",1.36661702483103,"60193871-8",1,"green","osm_id: 60193871 id: 8 distance: 1.37"
"60193871",9,-123.0213597,49.349267,10.1372420124961,"Rice Lake Road","North Vancouver","2023-01-07","raw",2.17013370945664,"60193871-9",1,"green","osm_id: 60193871 id: 9 distance: 2.17"
"60193871",10,-123.0215384,49.3492317,13.541772636465,"Rice Lake Road","North Vancouver","2023-01-07","raw",3.20042825394121,"60193871-10",1,"green","osm_id: 60193871 id: 10 distance: 3.2"
"60193871",11,-123.0216732,49.3491954,10.5777964706726,"Rice Lake Road","North Vancouver","2023-01-07","snap",4.09789931737119,"60193871-11",1,"green","osm_id: 60193871 id: 11 distance: 4.1"
"60193871",12,-123.0217137,49.3491811,3.34067026607769,"Rice Lake Road","North Vancouver","2023-01-07","snap",4.248468551049,"60193871-12",1,"green","osm_id: 60193871 id: 12 distance: 4.25"
"60193871",13,-123.0217611,49.3491551,4.49362585641909,"Rice Lake Road","North Vancouver","2023-01-07","snap",3.75213746709302,"60193871-13",1,"green","osm_id: 60193871 id: 13 distance: 3.75"
"60193871",14,-123.0218053,49.3491228,4.81691209918241,"Rice Lake Road","North Vancouver","2023-01-07","snap",3.41014797255211,"60193871-14",1,"green","osm_id: 60193871 id: 14 distance: 3.41"
